airline_sentiment,negativereason,airline,name
negative,Bad Flight,United,blastedgtl
positive,,United,jonatzzValdez
negative,Late Flight,United,josephpwilson
positive,,United,globalnearshore
neutral,,United,dlm_3
positive,,United,BlainPlanes
negative,Customer Service Issue,United,Selcukatli
negative,Customer Service Issue,United,MattFrederick00
neutral,,United,ThePappaShacks
neutral,,United,jbone3353
negative,Customer Service Issue,United,MattRockman1
negative,Can't Tell,United,katieclaytonn
negative,Bad Flight,United,thejoemadison
neutral,,United,Easy_E_
neutral,,United,tjny753
negative,Lost Luggage,United,JackieSken
negative,Bad Flight,United,bmbhawk
neutral,,United,ExterionMediaNI
negative,Can't Tell,United,SLrnS
negative,Cancelled Flight,United,Azraellius
negative,Late Flight,United,Azraellius
neutral,,United,derwiki
neutral,,United,MrsHeyGil
negative,Flight Attendant Complaints,United,sbellfi4
negative,Cancelled Flight,United,blastedgtl
negative,Cancelled Flight,United,blastedgtl
positive,,United,LuxuryFred
positive,,United,Easy_E_
negative,Late Flight,United,Azraellius
neutral,,United,Sinatra1979
negative,Flight Attendant Complaints,United,tjny753
negative,Flight Booking Problems,United,Amybabic
neutral,,United,dlm_3
negative,Late Flight,United,tjny753
negative,Can't Tell,United,JeremyHuts
negative,Customer Service Issue,United,dnr_pr
negative,Customer Service Issue,United,dnr_pr
negative,Late Flight,United,Eileen429
negative,Can't Tell,United,dnr_pr
negative,Lost Luggage,United,dnr_pr
neutral,,United,bakedstove
positive,,United,georgev27
positive,,United,Gouwerijn
neutral,,United,lskingdavis
neutral,,United,Easy_E_
negative,Cancelled Flight,United,tennesseejc
neutral,,United,KristinMcNeil
negative,Flight Attendant Complaints,United,CristineKao
negative,Lost Luggage,United,JackieSken
negative,Cancelled Flight,United,blastedgtl
negative,Customer Service Issue,United,cleskowitz
negative,Customer Service Issue,United,jefftang1975
negative,Late Flight,United,RobTrongone
negative,Customer Service Issue,United,UnitedAppeals
positive,,United,lskingdavis
negative,Late Flight,United,blastedgtl
neutral,,United,AlMehairiAUH
negative,Late Flight,United,globalnearshore
negative,Flight Attendant Complaints,United,jefftang1975
negative,Can't Tell,United,jbeddigs
negative,Customer Service Issue,United,mforrest28
neutral,,United,Gouwerijn
positive,,United,cynthianatalie
negative,Bad Flight,United,iampaz
negative,longlines,United,CeC
positive,,United,desiree_d_h
negative,Flight Booking Problems,United,scottfosteresq
neutral,,United,G4gey
negative,Cancelled Flight,United,JuniorOgieBLC
negative,Flight Attendant Complaints,United,meredithstille
negative,Late Flight,United,nancy_g3
negative,Customer Service Issue,United,Gadgetakis
neutral,,United,c_hughes_88
negative,Late Flight,United,G4gey
negative,Late Flight,United,meredithstille
negative,Lost Luggage,United,ParsnipButter
positive,,United,ticopilot
positive,,United,jakepoznak
negative,Late Flight,United,tjhazzard
negative,Can't Tell,United,fatihguvenen
neutral,,United,meredithstille
positive,,United,garycirlin
negative,Customer Service Issue,United,Corey5Alexander
negative,Lost Luggage,United,dstamberg
negative,Flight Attendant Complaints,United,CristineKao
negative,Late Flight,United,DT_Les
negative,Customer Service Issue,United,LukaszZgiep
negative,Can't Tell,United,pongchmp
negative,Flight Attendant Complaints,United,SuzannaPDX
neutral,,United,greekcelt
negative,Customer Service Issue,United,jasecam
positive,,United,NoviceFlyer
neutral,,United,Matt_W_Scott
negative,Late Flight,United,Matt_W_Scott
positive,,United,dan_roam
negative,Flight Attendant Complaints,United,Matt_W_Scott
negative,Customer Service Issue,United,JerikaPhelps
negative,Customer Service Issue,United,newyorkwool
neutral,,United,jnostrant
neutral,,United,kathryn217628
negative,Late Flight,United,Matt_W_Scott
negative,Flight Attendant Complaints,United,Chungy0216
negative,Cancelled Flight,United,urno12
negative,Customer Service Issue,United,urno12
negative,Customer Service Issue,United,urno12
negative,Late Flight,United,DT_Les
negative,Customer Service Issue,United,JerikaPhelps
negative,Customer Service Issue,United,urno12
negative,Customer Service Issue,United,urno12
positive,,United,Kimberlinho
negative,Late Flight,United,Kimberlinho
negative,Customer Service Issue,United,Kimberlinho
negative,Lost Luggage,United,juanbl
neutral,,United,kamaro67
negative,Can't Tell,United,JenniferWalshPR
positive,,United,bren8oh8
negative,Flight Booking Problems,United,JenniferWalshPR
negative,Can't Tell,United,jozecuervo
positive,,United,AMMBoman
positive,,United,nrihssn
negative,Flight Attendant Complaints,United,ukposa
positive,,United,sigilgoat
negative,Late Flight,United,Mosborne13
positive,,United,JenniferWalshPR
neutral,,United,AMMBoman
negative,Bad Flight,United,RobTrongone
negative,Customer Service Issue,United,taylorjfisher
negative,Late Flight,United,JenniferWalshPR
negative,Customer Service Issue,United,RobBogart
neutral,,United,Madisonnnicole3
negative,Lost Luggage,United,wit_knee_jones
neutral,,United,bren8oh8
negative,Can't Tell,United,Madisonnnicole3
negative,Customer Service Issue,United,theAdamW
negative,Late Flight,United,AnnabelleBlume
positive,,United,markemanuelli
positive,,United,Random55Dude
positive,,United,Gouwerijn
negative,Can't Tell,United,theAdamW
positive,,United,JerikaPhelps
negative,Cancelled Flight,United,Mosborne13
negative,Late Flight,United,DominikDesbois
negative,Lost Luggage,United,taylorjfisher
positive,,United,clkc86
positive,,United,owenmcstravick
negative,Customer Service Issue,United,SBondyNYDN
negative,Bad Flight,United,neilaruggiero
negative,Customer Service Issue,United,jnostrant
positive,,United,Tamarabrams
negative,Lost Luggage,United,Ro_S
neutral,,United,Sweet_Curly
neutral,,United,theAdamW
negative,Flight Booking Problems,United,MrJADMIX
neutral,,United,stephaniefoos
neutral,,United,theAdamW
negative,Customer Service Issue,United,Mosborne13
negative,Flight Attendant Complaints,United,dmb41shows
neutral,,United,MitchBlatt
neutral,,United,Ro_S
negative,Customer Service Issue,United,mariachan90
positive,,United,BattierCCIpuppy
negative,Customer Service Issue,United,jayw329
negative,Late Flight,United,Sandarella03
neutral,,United,dgingiss
neutral,,United,per_ines
negative,Cancelled Flight,United,markemanuelli
negative,Customer Service Issue,United,per_ines
negative,Cancelled Flight,United,philwa
negative,Late Flight,United,vmallarapu
negative,Cancelled Flight,United,Kimberlinho
negative,Late Flight,United,MeYoItsMe
negative,Cancelled Flight,United,stephaniefoos
positive,,United,ChadARichardson
positive,,United,CrayonBytes
negative,Can't Tell,United,SupaZ22
neutral,,United,SupaZ22
negative,Late Flight,United,stephaniefoos
negative,Customer Service Issue,United,Jaytolchinsky
negative,Flight Attendant Complaints,United,SupaZ22
negative,Can't Tell,United,rdahlstrom99
negative,Late Flight,United,mareshaw3
negative,Late Flight,United,mareshaw3
neutral,,United,MichaelWHarlan
negative,Cancelled Flight,United,Mosborne13
neutral,,United,per_ines
negative,Late Flight,United,AlexandraLeahP
neutral,,United,zZzTeHzZz
negative,Late Flight,United,SupaZ22
positive,,United,mosesfreund
negative,Customer Service Issue,United,SeanLansing
positive,,United,Jaytolchinsky
negative,Late Flight,United,Sandarella03
negative,Customer Service Issue,United,Pitia85
negative,longlines,United,Buffarino
negative,Late Flight,United,Buffarino
negative,Late Flight,United,tonypal1588
negative,Late Flight,United,Ozzy1652
negative,Customer Service Issue,United,MarcWinNJ
negative,Late Flight,United,Julie_Burg
negative,Damaged Luggage,United,FlyerTalk
negative,Flight Attendant Complaints,United,tsbjr33
negative,Late Flight,United,conradusa
neutral,,United,TheLunchBelle
negative,Customer Service Issue,United,RobBogart
positive,,United,kgbates
neutral,,United,mosesfreund
neutral,,United,jnay777
negative,Late Flight,United,RobBogart
negative,Customer Service Issue,United,RobBogart
neutral,,United,mom23185
negative,Late Flight,United,J_Okayy
negative,Flight Attendant Complaints,United,SherryanneMeyer
negative,Customer Service Issue,United,LimeLiberator
negative,Lost Luggage,United,HILL_PARTYofone
negative,Late Flight,United,J_Okayy
negative,Can't Tell,United,abecohenj
negative,Late Flight,United,J_Okayy
neutral,,United,viahailey
neutral,,United,jnay777
negative,Customer Service Issue,United,acmejla
negative,Late Flight,United,udontknowmam
negative,Flight Booking Problems,United,MrJADMIX
negative,Late Flight,United,abecohenj
negative,Late Flight,United,JenniferWalshPR
positive,,United,darrylwalter
negative,Late Flight,United,abecohenj
negative,Flight Booking Problems,United,MyRxs
neutral,,United,yuethomas
negative,Bad Flight,United,BlessedByACohen
negative,Late Flight,United,dmb41shows
negative,Customer Service Issue,United,takwind_
negative,Customer Service Issue,United,MeYoItsMe
negative,Flight Attendant Complaints,United,SeanLansing
neutral,,United,MissMcB76
negative,Late Flight,United,dmb41shows
negative,Late Flight,United,BakerRGrant
negative,Late Flight,United,dmb41shows
negative,Late Flight,United,BrianReinert1
negative,Late Flight,United,Stephurnee
negative,Can't Tell,United,dmb41shows
negative,Flight Booking Problems,United,gambajosh
negative,Late Flight,United,MeYoItsMe
neutral,,United,GDClearedToLand
negative,Cancelled Flight,United,pvb29
negative,Late Flight,United,brendanfinn
neutral,,United,tdawghill
negative,Customer Service Issue,United,gambajosh
negative,Bad Flight,United,pongchmp
neutral,,United,GDClearedToLand
negative,Customer Service Issue,United,gambajosh
positive,,United,constantlearne1
negative,Late Flight,United,MeYoItsMe
negative,Can't Tell,United,RobCNYC
neutral,,United,dwrichy
negative,Customer Service Issue,United,dwrichy
negative,Late Flight,United,cptrice
negative,Customer Service Issue,United,pvb29
negative,longlines,United,MeYoItsMe
negative,Late Flight,United,ChicagoEvan
positive,,United,fatmanscoop
negative,Late Flight,United,MeYoItsMe
negative,Customer Service Issue,United,Jaytolchinsky
positive,,United,changecollab
neutral,,United,dr_spencer
negative,Cancelled Flight,United,Czone12
negative,Late Flight,United,hstark
negative,Customer Service Issue,United,Czone12
negative,Customer Service Issue,United,fatabdula
negative,Late Flight,United,acmejla
negative,longlines,United,dmb41shows
positive,,United,PaulBEsteves
negative,longlines,United,whyyylie
negative,Late Flight,United,cptrice
negative,Flight Attendant Complaints,United,omerrana
negative,Bad Flight,United,Caraba10
negative,Can't Tell,United,AlexandraLeahP
negative,longlines,United,Depeche007
negative,Late Flight,United,nivekt13
negative,Lost Luggage,United,skyjumper77
negative,Late Flight,United,ellenrayrx
negative,longlines,United,MeYoItsMe
negative,Customer Service Issue,United,whyyylie
positive,,United,dschach
negative,Can't Tell,United,cheryllynnregan
negative,Lost Luggage,United,smorg73
positive,,United,TonyLauro
negative,Cancelled Flight,United,pvb29
negative,Bad Flight,United,Matt_W_Scott
positive,,United,dschach
positive,,United,SonyaSloanMD
negative,Customer Service Issue,United,dmb41shows
neutral,,United,dmb41shows
negative,Late Flight,United,dschach
negative,Late Flight,United,bryandey
negative,Can't Tell,United,marylkrupa
positive,,United,Clashysass
negative,Late Flight,United,johndgraham
negative,Late Flight,United,lskingdavis
positive,,United,annricord
positive,,United,jasemccarty
positive,,United,QuinnPJ
positive,,United,hartgarfunkel
negative,Late Flight,United,dschach
positive,,United,TomWarrenburg
positive,,United,triathlete06
negative,longlines,United,JFED15
negative,Flight Attendant Complaints,United,morrisls
positive,,United,NoviceFlyer
negative,Customer Service Issue,United,morrisls
negative,Can't Tell,United,BrianReinert1
negative,Late Flight,United,BrianReinert1
neutral,,United,TheKevinDent
negative,Customer Service Issue,United,khigdon1
negative,Can't Tell,United,khigdon1
neutral,,United,johndgraham
negative,Late Flight,United,khigdon1
neutral,,United,Jaytolchinsky
negative,Can't Tell,United,Jaytolchinsky
neutral,,United,TheKevinDent
neutral,,United,Rksshots
negative,Customer Service Issue,United,MSLspeaks
neutral,,United,NoviceFlyer
negative,Customer Service Issue,United,Caraba10
positive,,United,ccbbm82413
negative,Flight Attendant Complaints,United,adownie
negative,Customer Service Issue,United,jasonramer
positive,,United,NoviceFlyer
positive,,United,jeggers
neutral,,United,ada_dog
neutral,,United,TomWarrenburg
negative,Customer Service Issue,United,MissMcB76
negative,Can't Tell,United,AgrippaInTheAir
negative,Customer Service Issue,United,deannachurch
neutral,,United,Gouwerijn
neutral,,United,RobCNYC
negative,Customer Service Issue,United,rick4tkins
neutral,,United,skyjumper77
negative,Customer Service Issue,United,skyjumper77
positive,,United,NoviceFlyer
positive,,United,abigailedge
positive,,United,lucianosr83
negative,Lost Luggage,United,galewolfe
negative,Bad Flight,United,johndgraham
positive,,United,harvblain
positive,,United,christinerimay
positive,,United,NoviceFlyer
positive,,United,vmnkishore
negative,Customer Service Issue,United,abigailedge
negative,Flight Attendant Complaints,United,Tamarabrams
negative,longlines,United,dandadams
negative,Late Flight,United,peteeustic
negative,Late Flight,United,jttorrey
negative,Late Flight,United,tcar
negative,Customer Service Issue,United,blake_music
positive,,United,DarinBrannon
negative,Customer Service Issue,United,rick4tkins
negative,Can't Tell,United,SandyPoole1
neutral,,United,blake_music
neutral,,United,neecolelong
negative,Can't Tell,United,newyorkwool
negative,Customer Service Issue,United,bwood
negative,Customer Service Issue,United,DaveGraf1965
negative,Customer Service Issue,United,hartgarfunkel
negative,Bad Flight,United,rick4tkins
negative,Customer Service Issue,United,rick4tkins
negative,Customer Service Issue,United,skyjumper77
negative,Can't Tell,United,skyjumper77
negative,Bad Flight,United,rick4tkins
negative,Customer Service Issue,United,changecollab
negative,Customer Service Issue,United,hartgarfunkel
negative,Customer Service Issue,United,annricord
negative,Late Flight,United,ItsAaronChriz
neutral,,United,Gouwerijn
negative,Can't Tell,United,marinwino
negative,Bad Flight,United,rick4tkins
neutral,,United,CorettaBrowne
negative,Late Flight,United,SleazyC_
negative,Customer Service Issue,United,Dile___
negative,Late Flight,United,pdxmucci
neutral,,United,Spofforth58
neutral,,United,deaffriendlyUSA
negative,Customer Service Issue,United,MissMcB76
negative,Customer Service Issue,United,vina_love
negative,Lost Luggage,United,christinerimay
neutral,,United,Ssanchik
negative,Can't Tell,United,MissMcB76
neutral,,United,ljsbrooks
negative,Can't Tell,United,jenny0z
negative,Flight Booking Problems,United,njsummerBREEze
negative,Late Flight,United,peteeustic
negative,Can't Tell,United,marmaidz
positive,,United,LeanneComedy
